,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,MonthlyCharges,TotalCharges,Churn
4442,Male,0,No,No,3,Yes,No,No,No,No,Yes,No,Month-to-month,78.5,242.05,1
4136,Male,0,Yes,No,47,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.9,942.95,0
2041,Male,0,No,No,7,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.45,165.35,0
4412,Male,0,No,No,66,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,25.45,1699.15,0
2679,Male,0,Yes,No,4,Yes,No,No,No,No,No,No,Month-to-month,74.65,301.4,1
4194,Female,0,Yes,No,71,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.95,1801.9,0
1656,Female,0,No,No,53,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,90.8,4921.2,0
30,Female,1,Yes,No,71,Yes,Yes,Yes,Yes,Yes,No,No,Two year,96.35,6766.95,0
3156,Female,0,No,No,25,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.05,461.3,0
5306,Male,0,Yes,Yes,19,Yes,No,No,No,No,No,Yes,Month-to-month,83.65,1465.75,1
1934,Female,0,No,No,3,Yes,Yes,Yes,No,No,No,No,Month-to-month,79.1,246.5,1
3497,Female,1,Yes,No,2,Yes,No,No,No,No,No,No,Month-to-month,69.3,153.8,0
80,Female,0,No,Yes,1,Yes,No,No,No,No,Yes,No,Month-to-month,79.35,79.35,1
3278,Female,0,Yes,Yes,65,Yes,No,Yes,No,Yes,Yes,Yes,Two year,79.4,5071.9,0
1015,Male,0,Yes,Yes,12,Yes,No,No,No,No,No,Yes,One year,53.65,696.35,1
535,Male,0,No,No,12,Yes,No,No,Yes,No,Yes,No,Month-to-month,89.55,1021.75,0
5012,Female,0,No,No,12,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.1,223.6,0
419,Female,1,No,No,1,Yes,No,No,Yes,No,No,No,Month-to-month,75.3,75.3,1
6824,Female,1,No,No,66,Yes,No,Yes,No,No,No,No,Month-to-month,80.45,5224.35,1
3583,Male,0,Yes,Yes,40,No,No,Yes,Yes,Yes,Yes,Yes,One year,60.3,2448.5,0
3632,Female,0,Yes,No,24,Yes,No,No,Yes,No,No,No,Month-to-month,79.65,1928.7,0
4409,Male,1,Yes,No,71,No,Yes,Yes,Yes,Yes,No,No,Two year,46.35,3353.4,0
2221,Female,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,No,No,Two year,64.05,4492.9,0
5126,Male,0,Yes,No,57,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,103.05,5925.75,0
5591,Male,0,No,No,4,Yes,No,No,No,No,Yes,Yes,Month-to-month,88.45,370.65,1
2537,Male,0,No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,113.4,8164.1,0
2279,Male,1,No,No,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.1,1789.9,0
6973,Female,1,Yes,No,53,Yes,No,Yes,Yes,Yes,Yes,No,One year,94.0,4871.45,0
8,Female,0,Yes,No,28,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,104.8,3046.05,1
3095,Male,0,No,No,11,Yes,No,No,Yes,No,No,Yes,Month-to-month,84.8,888.75,0
6939,Male,0,No,No,35,Yes,Yes,No,No,Yes,No,Yes,One year,89.2,3251.3,0
1276,Female,1,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,99.4,7168.25,0
3804,Male,0,No,No,10,Yes,No,Yes,No,No,No,No,Month-to-month,79.85,797.25,0
4093,Female,0,No,No,29,Yes,No,No,No,No,No,No,Month-to-month,76.0,2215.25,0
6883,Female,0,No,Yes,34,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,105.35,3688.6,0
2617,Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.6,19.6,1
6810,Male,0,No,No,15,No,No,No,No,Yes,No,No,Month-to-month,29.7,438.25,1
1719,Male,0,No,No,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,107.95,318.6,0
3016,Female,0,No,No,3,Yes,No,No,No,No,No,Yes,Month-to-month,55.3,196.15,1
92,Male,0,Yes,Yes,66,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,84.0,5714.25,0
5887,Male,0,No,Yes,17,Yes,Yes,No,No,No,No,No,Month-to-month,50.3,846.8,0
2168,Male,1,Yes,No,7,Yes,No,No,No,No,No,No,Month-to-month,74.4,527.9,1
2688,Male,0,Yes,No,5,Yes,No,Yes,No,No,No,No,Month-to-month,78.75,412.1,1
358,Male,1,Yes,No,27,No,Yes,No,No,No,No,No,Month-to-month,30.75,805.1,1
6504,Male,0,No,No,3,Yes,No,No,No,No,Yes,No,Month-to-month,79.25,267.6,1
5184,Female,0,Yes,No,68,Yes,Yes,Yes,No,No,No,No,Two year,84.7,5711.05,0
502,Female,0,Yes,Yes,70,Yes,Yes,No,No,No,No,Yes,One year,65.2,4543.15,0
1456,Female,0,Yes,No,16,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,100.0,1534.75,1
4480,Female,0,Yes,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.4,69.4,1
1403,Male,0,No,No,8,Yes,No,No,No,No,Yes,Yes,Month-to-month,66.25,546.45,0
1353,Male,0,Yes,Yes,66,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.35,1359.5,0
2461,Female,0,No,No,70,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.7,1341.5,0
2425,Male,0,No,No,26,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.3,511.25,0
6588,Female,0,Yes,Yes,23,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,23.85,625.65,0
4622,Male,0,No,No,52,Yes,No,No,Yes,No,No,Yes,Month-to-month,83.8,4331.4,0
6953,Female,1,No,No,13,Yes,No,No,No,No,No,Yes,Month-to-month,82.0,1127.2,1
809,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.55,69.55,1
6837,Male,1,No,No,6,Yes,No,No,No,No,Yes,No,Month-to-month,79.7,497.6,0
2039,Male,0,No,No,22,Yes,No,Yes,No,No,No,No,Month-to-month,79.35,1730.35,1
3681,Male,1,Yes,No,46,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,101.0,4680.05,1
4089,Female,0,No,No,9,Yes,No,No,No,No,No,No,Month-to-month,74.75,706.6,1
1049,Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.65,19.65,1
844,Male,0,No,No,1,Yes,No,No,No,No,Yes,Yes,Month-to-month,89.9,89.9,1
3805,Male,1,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,71.65,71.65,1
3550,Male,0,No,No,32,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,96.2,3183.4,1
5702,Male,1,Yes,Yes,71,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-month,105.1,7548.1,1
6585,Female,0,Yes,Yes,43,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.0,817.95,0
5617,Male,0,No,No,2,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.75,44.2,0
4849,Male,0,No,No,41,No,No,No,Yes,No,Yes,Yes,One year,51.35,2075.1,0
2063,Male,0,Yes,Yes,51,Yes,Yes,No,No,Yes,Yes,Yes,One year,76.4,3966.3,0
3289,Female,0,No,Yes,41,Yes,No,Yes,No,No,Yes,No,Month-to-month,88.5,3645.05,0
372,Male,0,No,Yes,24,No,Yes,No,No,Yes,No,No,Two year,35.75,830.8,0
6778,Female,0,No,Yes,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.75,1567.0,0
6375,Female,0,No,No,1,Yes,No,Yes,No,No,No,No,Month-to-month,74.3,74.3,1
1783,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,Month-to-month,71.65,71.65,1
1332,Male,0,No,No,69,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,23.95,1713.1,0
1733,Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.05,19.05,0
3810,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,Month-to-month,44.55,44.55,0
1208,Female,0,No,No,1,Yes,No,No,No,No,Yes,No,Month-to-month,80.25,80.25,1
4843,Male,0,Yes,Yes,69,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.2,1376.5,0
3690,Female,0,No,No,24,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,54.15,1240.25,1
3228,Male,0,Yes,Yes,53,Yes,No,Yes,Yes,No,Yes,Yes,One year,105.25,5576.3,0
4946,Male,0,No,No,4,Yes,No,No,No,No,Yes,No,Month-to-month,81.0,340.85,1
1028,Male,0,Yes,Yes,26,Yes,No,No,No,No,Yes,No,Month-to-month,83.75,2070.6,1
5252,Male,1,Yes,No,71,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,107.5,7713.55,0
3572,Female,1,No,No,32,Yes,No,No,No,No,No,Yes,Month-to-month,79.5,2665.0,0
4800,Male,1,No,No,1,Yes,No,No,No,No,Yes,Yes,Month-to-month,94.0,94.0,1
6168,Male,0,No,No,1,Yes,No,No,No,No,No,Yes,Month-to-month,79.25,79.25,1
1760,Male,0,Yes,Yes,50,Yes,No,No,Yes,No,No,No,One year,54.9,2614.1,0
5908,Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.2,20.2,1
3603,Male,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,45.85,81.0,1
4945,Male,0,Yes,Yes,20,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.05,400.0,0
773,Female,0,Yes,No,5,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,88.9,454.15,1
1035,Male,0,No,No,66,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.1,1697.7,0
3559,Male,0,No,No,27,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.85,470.0,0
5818,Male,0,No,No,65,Yes,No,Yes,Yes,No,Yes,Yes,Two year,105.1,6631.85,0
5679,Male,0,No,No,8,Yes,No,No,No,No,No,Yes,Month-to-month,86.55,649.65,1
1920,Male,0,Yes,No,22,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.45,471.55,0
5825,Male,1,Yes,No,1,Yes,No,No,No,No,No,No,Month-to-month,70.3,70.3,1
2580,Female,1,No,Yes,30,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,101.3,2974.5,0
3397,Female,0,Yes,No,68,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,91.7,6424.7,0
6822,Male,1,Yes,No,32,Yes,No,No,No,No,No,Yes,Month-to-month,80.3,2483.05,1
4382,Female,1,No,No,4,Yes,No,No,No,No,No,No,Month-to-month,48.75,179.85,0
1255,Female,0,No,No,2,No,No,No,No,Yes,No,No,Month-to-month,30.9,59.05,1
5237,Female,0,No,No,26,Yes,No,Yes,Yes,No,No,No,Month-to-month,54.75,1406.9,0
5334,Female,0,Yes,Yes,49,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,107.95,5293.2,1
6512,Male,0,No,No,11,Yes,No,Yes,Yes,Yes,No,No,Month-to-month,60.9,688.5,0
3054,Female,0,No,Yes,67,Yes,No,Yes,No,Yes,Yes,Yes,One year,106.6,7244.7,0
3737,Female,0,No,No,5,Yes,No,No,No,No,No,No,Month-to-month,50.6,249.95,1
401,Female,0,No,No,11,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.05,237.7,0
5944,Male,0,No,No,12,Yes,Yes,No,No,Yes,No,No,Month-to-month,56.65,654.85,1
4012,Female,0,No,No,1,Yes,No,Yes,No,No,No,No,Month-to-month,50.55,50.55,1
290,Male,1,No,No,24,Yes,No,No,No,No,No,No,Month-to-month,76.1,1712.7,1
1477,Male,0,Yes,Yes,61,Yes,Yes,Yes,No,No,Yes,Yes,One year,106.0,6547.7,1
5615,Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.2,20.2,1
1087,Male,0,No,No,32,Yes,Yes,No,No,Yes,No,No,Month-to-month,87.65,2766.4,0
6253,Female,0,No,No,56,No,No,No,No,No,Yes,Yes,Month-to-month,44.85,2564.95,0
5229,Female,1,Yes,No,43,Yes,No,No,Yes,Yes,Yes,Yes,One year,107.55,4533.9,1
2379,Male,1,Yes,No,32,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,106.35,3520.75,1
2262,Female,0,No,No,2,Yes,No,No,No,No,Yes,No,Month-to-month,80.2,146.05,1
2005,Female,0,Yes,Yes,49,Yes,No,Yes,No,No,Yes,Yes,One year,100.45,4941.8,1
910,Male,1,No,No,10,Yes,No,Yes,No,No,No,No,Month-to-month,72.85,688.65,1
1401,Female,1,No,No,4,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,99.8,442.85,1
3587,Male,1,No,No,9,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,99.45,919.4,1
624,Female,0,No,No,7,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.0,137.6,1
898,Female,0,No,No,12,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,98.9,1120.95,1
201,Female,0,No,No,14,Yes,No,Yes,No,Yes,No,No,Month-to-month,80.05,1112.3,0
6370,Female,0,No,No,45,Yes,No,Yes,No,No,Yes,No,Month-to-month,89.3,4016.85,1
2159,Female,0,No,No,15,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.05,369.1,0
5861,Male,0,No,No,35,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.25,677.9,0
2854,Male,0,Yes,Yes,17,Yes,Yes,No,Yes,No,Yes,No,One year,70.35,1201.65,0
5544,Male,0,Yes,No,59,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,106.75,6252.9,1
2584,Female,0,Yes,No,58,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,65.25,3791.6,0
2721,Male,1,No,No,10,Yes,No,No,No,No,No,Yes,Month-to-month,79.25,793.55,1
1933,Male,0,No,No,20,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.7,415.9,0
4076,Male,0,Yes,No,70,Yes,Yes,Yes,Yes,No,Yes,No,Two year,99.35,6944.5,0
2589,Male,1,No,No,3,Yes,No,No,No,No,No,No,Month-to-month,76.05,231.8,1
2887,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,45.05,45.05,1
4651,Female,0,No,No,15,Yes,Yes,No,No,No,Yes,No,Month-to-month,86.2,1270.2,1
6772,Male,0,No,No,38,Yes,No,No,Yes,Yes,No,Yes,One year,62.3,2354.8,1
2843,Female,0,Yes,Yes,52,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.85,1070.5,0
1928,Female,0,Yes,Yes,31,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.55,658.95,1
2223,Female,0,No,No,28,Yes,No,Yes,No,No,No,Yes,Month-to-month,89.95,2625.55,1
5693,Male,1,Yes,No,72,Yes,No,No,Yes,No,Yes,Yes,Two year,73.45,5329.0,0
6106,Male,0,No,No,2,Yes,Yes,No,Yes,No,No,No,Month-to-month,55.1,113.35,1
4205,Female,0,Yes,Yes,24,Yes,Yes,No,Yes,No,Yes,Yes,Two year,78.6,1846.65,0
5483,Female,0,Yes,No,55,Yes,No,No,Yes,No,No,No,Month-to-month,77.75,4458.15,1
1268,Male,0,Yes,No,59,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,110.15,6448.05,1
6731,Female,0,No,No,24,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.55,470.2,0
4046,Female,0,No,No,44,Yes,No,No,No,No,No,No,Month-to-month,50.15,2139.1,0
1577,Female,0,Yes,Yes,17,Yes,No,No,Yes,Yes,Yes,Yes,One year,98.6,1704.95,1
5247,Female,0,No,No,27,Yes,No,No,No,No,Yes,Yes,Month-to-month,94.55,2724.6,1
900,Female,0,No,No,2,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.5,27.55,0
4419,Female,0,Yes,Yes,8,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,21.05,139.75,0
6959,Female,0,No,No,38,Yes,No,No,No,No,Yes,Yes,One year,89.1,3342.0,0
4537,Male,0,Yes,No,17,No,No,Yes,No,No,Yes,Yes,Month-to-month,49.8,836.35,0
3794,Male,0,Yes,No,8,Yes,No,Yes,Yes,No,No,No,Month-to-month,54.75,445.85,0
5688,Male,0,Yes,Yes,41,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.0,879.8,0
2529,Male,1,No,No,45,Yes,Yes,No,Yes,No,No,Yes,One year,62.7,2791.5,1
835,Male,1,Yes,Yes,60,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,93.25,5774.55,0
1050,Male,1,No,No,12,No,No,No,Yes,Yes,No,Yes,Month-to-month,43.65,526.95,1
6195,Male,0,No,No,4,Yes,No,No,No,No,No,No,Month-to-month,72.2,305.55,1
1485,Male,1,No,No,22,Yes,No,No,No,No,Yes,Yes,Month-to-month,96.7,2082.95,1
1071,Female,0,No,No,2,Yes,No,Yes,No,No,No,No,Month-to-month,49.05,91.1,1
4146,Male,0,Yes,No,35,Yes,No,No,No,No,No,No,Month-to-month,75.2,2576.2,1
6351,Male,0,Yes,Yes,50,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-month,103.7,5071.05,1
6131,Female,1,No,No,47,Yes,No,Yes,No,Yes,Yes,No,Month-to-month,95.05,4504.55,1
2874,Female,0,Yes,No,64,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.45,1225.65,0
2170,Female,0,No,No,21,Yes,Yes,No,Yes,Yes,No,No,One year,60.25,1258.35,0
1026,Male,1,No,No,8,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,100.6,819.4,1
3830,Male,0,Yes,No,4,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,100.2,420.2,1
2334,Male,1,Yes,No,16,Yes,No,No,No,No,Yes,No,Month-to-month,85.05,1391.15,0
5437,Female,1,No,No,20,Yes,No,No,No,No,No,Yes,Month-to-month,61.6,1174.35,1
5207,Female,1,Yes,No,24,No,No,No,Yes,No,No,Yes,Month-to-month,40.65,933.3,1
5672,Female,0,Yes,No,49,Yes,Yes,Yes,Yes,No,No,Yes,One year,71.8,3472.05,0
6424,Female,0,Yes,No,72,No,No,Yes,Yes,No,Yes,Yes,Two year,54.2,3937.45,1
2155,Female,0,Yes,No,30,Yes,No,No,No,No,No,Yes,Month-to-month,85.0,2624.25,1
761,Female,0,No,No,22,Yes,No,No,No,No,Yes,Yes,Month-to-month,89.25,1907.85,1
2305,Male,0,Yes,Yes,34,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,97.7,3410.0,0
4181,Female,0,Yes,No,62,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,101.35,6164.7,0
3064,Female,0,No,No,21,Yes,No,No,No,No,No,No,Month-to-month,68.65,1493.2,0
3651,Female,1,Yes,No,70,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.55,1462.05,0
5745,Female,0,Yes,Yes,61,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.2,1445.2,0
5395,Female,0,No,No,5,Yes,No,No,No,No,Yes,No,Month-to-month,81.0,389.6,1
4259,Female,0,No,No,3,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.6,59.75,1
2492,Male,0,Yes,No,13,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,54.45,706.85,1
428,Male,0,No,No,18,Yes,No,No,No,No,No,No,Month-to-month,75.6,1395.05,0
3896,Female,0,Yes,Yes,38,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.3,749.35,0
4015,Female,0,No,No,36,Yes,Yes,No,No,No,No,No,One year,54.45,1893.5,0
5113,Female,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,113.65,8166.8,0
5656,Male,0,No,No,1,Yes,Yes,No,No,No,No,No,Month-to-month,49.75,49.75,0
1992,Female,0,No,No,17,Yes,No,Yes,No,No,Yes,No,Month-to-month,83.55,1329.15,0
5983,Female,0,No,No,22,No,No,Yes,No,No,Yes,Yes,Month-to-month,50.35,1098.85,0
6283,Female,0,No,No,3,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,99.0,287.4,1
5952,Female,0,No,Yes,4,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,25.45,84.2,0
1177,Female,0,No,No,46,Yes,Yes,No,Yes,No,Yes,Yes,Two year,79.2,3593.8,0
530,Female,0,Yes,Yes,24,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,21.1,490.65,0
3008,Female,0,No,No,11,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.0,211.95,0
3225,Female,0,No,No,13,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,71.95,923.85,0
6462,Male,0,No,No,2,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,95.65,167.3,1
5040,Male,0,Yes,Yes,20,Yes,No,Yes,No,Yes,Yes,No,Month-to-month,96.8,1826.7,0
5003,Male,0,Yes,Yes,11,Yes,No,No,No,No,No,No,Month-to-month,74.35,834.2,1
2032,Female,0,Yes,No,15,Yes,No,No,No,No,Yes,Yes,Month-to-month,88.15,1390.6,1
5947,Female,0,Yes,Yes,33,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,24.5,740.3,1
2609,Male,0,Yes,No,61,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,105.55,6281.45,1
6380,Male,1,Yes,No,65,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,104.35,6578.55,0
6563,Male,0,Yes,Yes,15,Yes,No,No,No,No,No,No,Month-to-month,74.9,1107.25,1
3250,Male,0,Yes,No,11,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.55,184.95,0
4994,Female,0,No,No,18,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,96.05,1740.7,1
531,Male,0,Yes,Yes,70,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.05,1360.25,0
1310,Female,0,Yes,No,34,Yes,No,No,No,No,Yes,Yes,Month-to-month,97.65,3207.55,1
2119,Male,0,Yes,Yes,46,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.2,845.6,0
3473,Male,0,Yes,No,42,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,106.15,4512.7,1
7015,Male,1,Yes,No,34,Yes,No,No,Yes,No,Yes,No,Month-to-month,85.2,2874.45,0
2992,Male,0,No,No,12,No,No,Yes,No,Yes,No,No,Month-to-month,34.0,442.45,0
6124,Female,0,Yes,Yes,57,Yes,Yes,No,Yes,Yes,No,No,One year,59.3,3274.35,0
115,Male,0,Yes,Yes,3,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,89.85,248.4,0
3615,Male,1,Yes,Yes,26,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,105.75,2710.25,1
6909,Female,0,Yes,No,1,Yes,Yes,Yes,No,No,No,No,Month-to-month,53.55,53.55,0
4394,Male,0,No,No,19,Yes,No,No,Yes,Yes,No,No,Month-to-month,59.55,1144.6,0
1513,Female,1,No,No,1,No,No,No,No,No,No,No,Month-to-month,25.8,25.8,1
4258,Female,1,Yes,No,43,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,109.55,4830.25,1
4764,Male,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,45.15,98.5,1
2761,Female,1,No,No,10,No,No,No,No,No,No,Yes,Month-to-month,34.7,329.8,1
